Site,Date,Observer,Transect,Quadrat,Quadrat.loc,Depth.ft,Species,Count,Size.cm,Percent.cover,Categorical.abundance,Notes,Transect area (inverts),Transect area (fish),Transect area (stipes),"Echinoderm size (TD, TR, BD, BR; T=Total, B=Basal, D=Diameter, R=Radius, L=length)",,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Urticina lofotensis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Cancer oregonensis,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Scyra acutifrons,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,hermit crab,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Cucumaria,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Montereina nobilis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Dirona,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Hermissenda crassicornis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Triophe catalinidae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Calliostoma,NA,NA,NA,VA,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Ceratostoma,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Tegula,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Amphissa,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Nucella spp.,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Acmaea mitra,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Diodora aspera,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Gumboot chiton,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Mopalia lignosa,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,feather duster worm,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,calcareous tube worm,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Pandalus danae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,brittle star,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Mysids,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,JS,NA,NA,NA,NA,Amphipods,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Foliose red algae,NA,NA,95,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Styela,2,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Umbrella crab,1,6,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Cancer oregonensis,1,4,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Amphissa,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Nucella spp.,2,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,1,7,22,Calliostoma,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Foliose red algae,NA,NA,70,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Pleurophycus gardneri,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,lightbulb tunicate,9,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Nucella spp.,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Pisaster,2,1,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Pisaster,1,1,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,hermit crab,1,3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,2,14,15,Calliostoma,5,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Coralline encrusting,NA,NA,60,NA,Rock with CCA,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Cobble,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Mopalia lignosa,2,5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Mopalia lignosa,3,3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Calliostoma,25,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,orange cup coral,6,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,hermit crab,1,3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Triophe catalinidae,2,3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,3,21,19,Diodora aspera,1,5,NA,NA,keyhole limpet,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,4,28,20,Foliose red algae,NA,NA,70,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,4,28,20,Nereocystis luetkeana,NA,NA,trace,NA,trace amount,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,4,28,20,Rock,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,4,28,20,Amphissa,1,1,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,Foliose red algae,NA,NA,85,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,Rock,NA,NA,15,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,orange cup coral,3,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,Calliostoma,3,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,Nucella spp.,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,1,7,20,sculpin,1,3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,2,14,20,Foliose red algae,NA,NA,85,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,2,14,20,Pleurophycus gardneri,NA,NA,15,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,2,14,20,Cucumaria,1,9,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,2,14,20,Ceratostoma,1,6,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,2,14,20,lightbulb tunicate,7,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,2,14,20,Pisaster,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,2,14,20,Amphissa,2,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,3,21,17,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,3,21,17,Coralline encrusting,NA,NA,60,NA,Rock with CCA,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,3,21,17,Dermasterias,1,7,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,3,21,17,Nucella spp.,3,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,3,21,17,Pisaster,1,1,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,3,21,17,sculpin,1,4,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,4,28,17,Phyllospadix,NA,NA,50,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,4,28,17,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,4,28,17,Coralline encrusting,NA,NA,20,NA,Rock with CCA,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,4,28,17,Urticina lofotensis,1,4,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,4,28,17,Triophe catalinidae,1,3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,Black rockfish,1,30,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,Striped seaperch,2,10,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,Striped seaperch,4,7,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,NA,NA,NA,Striped seaperch,2,20,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,NA,NA,NA,Striped seaperch,3,15,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,Tubesnout,12,6,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,Kelp greenling,1,20,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,NA,NA,NA,Kelp greenling,1,30,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,YOY rockfish (black dorsal spots),1,12,NA,NA,maybe a bocaccio,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,NA,NA,NA,YOY rockfish (black dorsal spots),1,8,NA,NA,maybe a black or yellowtail,,60,,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,Nereocystis luetkeana stipes,67,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,NA,NA,NA,Nereocystis luetkeana stipes,71,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,JS,1,NA,NA,NA,Pterygophora californica stipes,9,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,NA,NA,NA,Pterygophora californica stipes,11,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,JS,2,NA,NA,NA,Pleurophycus gardneri stipes,21,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,JS,1,NA,NA,NA,Nereocystis luetkeana stipes,19,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,JS,1,NA,NA,NA,Pterygophora californica stipes,60,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,JS,2,NA,NA,NA,Nereocystis luetkeana stipes,8,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,JS,2,NA,NA,NA,Pterygophora californica stipes,59,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,JS,1,1,7,NA,Foliose red algae,NA,NA,85,NA,possibly Cryptopleura or Palmaria,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,1,7,NA,Coralline encrusting,NA,NA,10,NA,CCA on rock,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,1,7,NA,Coralline encrusting,NA,NA,5,NA,CCA on cobble,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,1,7,NA,Mopalia lignosa,1,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,1,7,NA,Calliostoma,2,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,1,7,NA,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,Foliose red algae,NA,NA,10,NA,Smithora?,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,cobble,NA,NA,35,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,Coralline encrusting,NA,NA,50,NA,CCA on rock,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,Coralline encrusting,NA,NA,5,NA,CCA on cobble,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,Diodora aspera,1,7,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,Mopalia lignosa,1,5,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,Mopalia lignosa,1,4,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,Calliostoma,35,NA,NA,NA,all <3 cm,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,2,13,8,hermit crab,1,3,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,3,20,8,Foliose red algae,NA,NA,65,NA,"I called this ""foliose red"" on 8/3/1",,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,3,20,8,Coralline encrusting,NA,NA,25,NA,CCA on rock,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,3,20,8,Coralline encrusting,NA,NA,5,NA,CCA on cobble,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,3,20,8,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,4,28,8,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,4,28,8,Phyllospadix,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,4,28,8,Sand,NA,NA,15,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,1,4,28,8,Calliostoma,3,1,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,1,7,8,Sand,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,1,7,8,coralline algae,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,1,7,8,Phyllospadix,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,1,7,8,Coralline encrusting,NA,NA,15,NA,CCA on rock,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,1,7,8,Mopalia lignosa,1,5,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,1,7,8,Mopalia lignosa,1,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,1,7,8,Tegula,4,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,2,14,6,Sand,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,2,14,6,coralline algae,NA,NA,40,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,2,14,6,Phyllospadix,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,2,14,6,Coralline encrusting,NA,NA,15,NA,CCA on rock,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,2,14,6,Urticina lofotensis,5,4,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,2,14,6,Calliostoma,1,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,3,21,6,Foliose red algae,NA,NA,85,NA,"I called this ""foliose red"" on 8/3/1",,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,3,21,6,Phyllospadix,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,3,21,6,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,4,28,7,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,4,28,7,Phyllospadix,NA,NA,75,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,4,28,7,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,JS,2,4,28,7,coralline algae,NA,NA,trace,NA,trace amount,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,1,1,16,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,1,1,16,Rock,NA,NA,70,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,1,1,16,Dermasterias,1,7,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,1,1,16,Amphissa,1,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,1,1,16,Cancer oregonensis,1,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,1,1,16,Calliostoma,2,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Pavement,NA,NA,45,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Desmarestia,NA,NA,5,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Styela,3,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Triophe catalinidae,1,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Calliostoma,2,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Calliostoma,11,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,Amphissa,3,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,2,7,18,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,3,11,19,Coralline encrusting,NA,NA,80,NA,much of rock covered in CCA,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,3,11,19,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,3,11,19,Cancer oregonensis,1,4,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,3,11,19,Cucumaria,1,5,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,3,11,19,Scyra acutifrons,1,7.5,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Coralline encrusting,NA,NA,15,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Cobble,NA,NA,60,NA,large (fist-size and smaller) cobble,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Shell hash,NA,NA,25,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Sponge,NA,NA,trace,NA,trace amount,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,barnacle,NA,NA,NA,NA,did not note percent cover,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Spinynose sculpin,1,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Amphissa,3,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Calliostoma,5,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Calliostoma,5,1,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Pandalus danae,1,4,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,4,23,23,Ceratostoma,1,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,1,NA,NA,NA,Stipes,6,NA,NA,NA,"mostly Nereo, some Pterygophora",,,30,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,Coralline encrusting,NA,NA,97,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,Foliose red algae,NA,NA,3,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,barnacle,NA,NA,NA,NA,did not note percent cover,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,Sponge,1,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,Urticina lofotensis,1,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,hydroids,3,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,Mopalia spp.,2,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,Limpet,4,1,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,1,3,25,Limpet,1,3,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,2,10,34,Nereocystis luetkeana,NA,NA,25,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,2,10,34,Sand,NA,NA,70,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,2,10,34,Shell hash,NA,NA,5,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,3,18,36,hermit crab,3,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,3,18,36,Amphissa,1,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,4,21,35,Cobble,NA,NA,40,NA,large (fist-size and smaller) cobble,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,4,21,35,Sand,NA,NA,50,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,4,21,35,Shell hash,NA,NA,10,NA,mussel shells; also lots of wood chips,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,4,21,35,Nereocystis luetkeana,NA,NA,trace,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,3,18,36,Cobble,NA,NA,85,NA,large (fist-size and smaller) cobble,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,3,18,36,Shell hash,NA,NA,15,NA,mussel shells; also lots of wood chips,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,4,21,35,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,JS,2,4,21,35,Hippolytidae,1,3,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,NA,NA,NA,Kelp greenling,1,20,NA,NA,,,60,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,NA,NA,NA,Pterygophora californica stipes,29,NA,NA,NA,,,,30,,,,,,,,,,
Anderson Point,8/6/15,KA,1,NA,NA,NA,Pleurophycus gardneri stipes,17,NA,NA,NA,,,,30,,,,,,,,,,
Anderson Point,8/6/15,KA,2,NA,NA,NA,Kelp greenling,1,25,NA,NA,,,60,,,,,,,,,,,
Anderson Point,8/6/15,KA,2,NA,NA,NA,Pterygophora californica stipes,4,NA,NA,NA,,,,30,,,,,,,,,,
Anderson Point,8/6/15,KA,2,NA,NA,NA,Nereocystis luetkeana stipes,4,NA,NA,NA,,,,30,,,,,,,,,,
Anderson Point,8/6/15,KA,2,NA,NA,NA,Pleurophycus gardneri stipes,1,NA,NA,NA,,,,30,,,,,,,,,,
Anderson Point,8/6/15,KA,1,1,9,13,Foliose red algae,NA,NA,55,NA,Cryptopleura and Mazella,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,1,9,13,Bryozoan,NA,NA,25,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,1,9,13,Shell hash,NA,NA,20,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,1,9,13,Snail,2,1,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,1,9,13,lightbulb tunicate,3,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,2,16,15,Foliose red algae,NA,NA,80,NA,Cryptopleura and Erythrophyllum,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,2,16,15,Pleurophycus gardneri,NA,NA,20,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,2,16,15,tube worm,10,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,2,16,15,Calliostoma,3,0.5,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,2,16,15,lightbulb tunicate,4,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,Foliose red algae,NA,NA,50,NA,Cryptopleura and Mazella,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,Bryozoan,NA,NA,20,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,Sponge,NA,NA,30,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,lightbulb tunicate,17,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,Pandalus danae,1,3,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,Snail,1,2,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,Painted greenling,1,7,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,3,23,20,Balanophyllia,30,0.5,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,4,29,20,Foliose red algae,NA,NA,70,NA,Cryptopleura,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,4,29,20,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,4,29,20,Bryozoan,NA,NA,10,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,KA,1,4,29,20,Sponge,NA,NA,10,NA,,,,,,,,,,,,,,
