"sort_order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","LEVEL","TRANSECT","DEPTH_M","DEPTH_FT","VIS_M","SURGE","HEADING","TEMP_C","TEMP_F","SPECIES","SEGMENT","QUANTITY","SIZE..MIN.","SIZE..MAX.","Notes"
519,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","1.0",5,"BOT",2,NA,10,2.8,"L","180.0",NA,49,"RIMU","ALL",1,4,4,NA
520,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","1.0",5,"BOT",2,NA,10,2.8,"L","180.0",NA,49,"EMLA","ALL",1,25,25,NA
521,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","1.0",5,"BOT",3,NA,10,4.5,"L","150.0",NA,49,"RIMU","ALL",1,2,2,NA
522,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","1.0",5,"BOT",3,NA,10,4.5,"L","150.0",NA,49,"RHNI","ALL",1,4,4,NA
523,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","1.0",5,"BOT",4,NA,12,2.6,"L","180.0",NA,49,"RYOY","ALL",3,5,5,NA
524,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",1,NA,25,2.5,"L","150.0",NA,54,"SEME","ALL",2,25,25,NA
525,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",1,NA,25,2.5,"L","150.0",NA,54,"SEME","ALL",4,35,35,NA
526,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",1,NA,25,2.5,"L","150.0",NA,54,"SEME","ALL",3,40,40,NA
527,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",1,NA,25,2.5,"L","150.0",NA,54,"SECA","ALL",1,35,35,NA
528,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,25,2.8,"L","270.0",NA,51,"SEME","ALL",3,25,25,NA
529,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,25,2.8,"L","270.0",NA,51,"SEME","ALL",4,35,35,NA
530,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,25,2.8,"L","270.0",NA,51,"SEME","ALL",4,40,40,NA
531,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,25,2.8,"L","270.0",NA,51,"EMLA","ALL",1,15,15,NA
532,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,25,2.8,"L","270.0",NA,51,"EMLA","ALL",1,20,20,NA
533,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,25,2.8,"L","270.0",NA,51,"EMLA","ALL",1,25,25,NA
534,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,25,2.8,"L","270.0",NA,51,"HEDE","ALL",1,30,30,NA
535,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,21,2.5,"L","150.0",NA,50,"HEDE","ALL",1,30,30,NA
536,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,21,2.5,"L","150.0",NA,50,"HEDE","ALL",1,40,40,NA
537,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,21,2.5,"L","150.0",NA,50,"OPEL","ALL",2,50,50,NA
538,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,21,2.5,"L","150.0",NA,50,"SEBYT","ALL",2,8,8,NA
539,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,21,2.5,"L","150.0",NA,50,"SECA","ALL",1,15,15,NA
540,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,21,2.5,"L","150.0",NA,50,"EMLA","ALL",1,20,20,NA
541,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,21,2.5,"L","150.0",NA,50,"HEDE","ALL",1,35,35,NA
542,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,21,2.5,"L","150.0",NA,50,"AUFL","ALL",5,10,10,NA
543,2017,8,4,"Neah Bay","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,21,2.5,"L","150.0",NA,50,"AUFL","ALL",30,8,8,NA
544,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",1,NA,10,2.5,"L","300.0",NA,50,"NO_ORG","ALL",NA,NA,NA,NA
545,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",2,NA,10,2.5,"L","300.0",NA,50,"EMLA","ALL",1,20,20,NA
546,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",2,NA,10,2.5,"L","300.0",NA,50,"HEDE","ALL",1,35,35,NA
547,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",2,NA,10,2.5,"L","300.0",NA,50,"RYOY","ALL",1,8,8,NA
548,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",3,NA,11,2,"L","300.0",NA,50,"SEME","ALL",1,20,20,NA
549,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",3,NA,11,2,"L","300.0",NA,50,"SEME","ALL",1,25,25,NA
550,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",3,NA,11,2,"L","300.0",NA,50,"SEME","ALL",2,30,30,NA
551,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",3,NA,11,2,"L","300.0",NA,50,"EMLA","ALL",2,25,25,NA
552,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",3,NA,11,2,"L","300.0",NA,50,"HEDE","ALL",1,35,35,NA
553,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",4,NA,11,2,"L","300.0",NA,50,"EMLA","ALL",1,30,30,NA
554,2017,8,4,"Neah Bay","Nick Tolimieri","Steve Lonhart","2.0",5,"BOT",4,NA,11,2,"L","300.0",NA,50,"SEME","ALL",1,35,35,NA
555,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",1,NA,38,NA,"L","340.0",NA,NA,"HEDE","ALL",1,NA,NA,NA
556,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",1,NA,38,NA,"L","340.0",NA,NA,"SEBYT","ALL",2,2,4,"BORROWED SIZES FROM NICK AND STEVE AT THIS SITE-YEAR"
557,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",1,NA,38,NA,"L","340.0",NA,NA,"RYOY","ALL",2,NA,NA,NA
558,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",2,NA,38,NA,"L","340.0",NA,NA,"OPEL","ALL",1,50,50,NA
559,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",2,NA,38,NA,"L","340.0",NA,NA,"SEME","ALL",12,NA,NA,NA
560,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",2,NA,38,NA,"L","340.0",NA,NA,"RYOY","ALL",4,NA,NA,NA
561,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",2,NA,38,NA,"L","340.0",NA,NA,"OXPI","ALL",1,NA,NA,NA
562,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",2,NA,38,NA,"L","340.0",NA,NA,"HEDE","ALL",1,NA,NA,NA
563,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",3,NA,29,NA,"L","340.0",NA,NA,"SENE","ALL",1,NA,NA,NA
564,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",3,NA,29,NA,"L","340.0",NA,NA,"HEDE","ALL",1,NA,NA,NA
565,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",3,NA,29,NA,"L","340.0",NA,NA,"SEME","ALL",15,30,40,NA
566,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",3,NA,29,NA,"L","340.0",NA,NA,"SEMY","ALL",1,8,8,NA
567,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","1.0",10,"BOT",3,NA,29,NA,"L","340.0",NA,NA,"RYOY","ALL",4,NA,NA,NA
568,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",1,NA,32,NA,"L","170.0",NA,NA,"SCMA","ALL",1,53,53,NA
569,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",1,NA,32,NA,"L","170.0",NA,NA,"OXPI","ALL",1,8,8,NA
570,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",1,NA,32,NA,"L","170.0",NA,NA,"RYOY","ALL",2,NA,NA,NA
571,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",2,NA,33,NA,"L","170.0",NA,NA,"RYOY","ALL",7,NA,NA,NA
572,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",2,NA,33,NA,"L","170.0",NA,NA,"SEME","ALL",3,35,35,NA
573,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",2,NA,33,NA,"L","170.0",NA,NA,"HELA","ALL",1,25,25,NA
574,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",3,NA,32,NA,"L","170.0",NA,NA,"HEDE","ALL",1,NA,NA,NA
575,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",3,NA,32,NA,"L","170.0",NA,NA,"SCMA","ALL",1,40,40,NA
576,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",3,NA,32,NA,"L","170.0",NA,NA,"SEME","ALL",2,NA,NA,NA
577,2017,8,1,"Destruction Island","Jameal Samhouri","Ole Shelton","2.0",10,"BOT",3,NA,32,NA,"L","170.0",NA,NA,"RYOY","ALL",3,NA,NA,NA
578,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",1,NA,15,1.2,"M","SW",NA,51,"SEME","ALL",1,10,10,NA
579,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",1,NA,15,1.2,"M","SW",NA,51,"HEDE","ALL",1,17,17,NA
580,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",1,NA,15,1.2,"M","SW",NA,51,"RYOY","ALL",15,3,3,NA
581,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",2,NA,15,1.5,"M","SW",NA,51,"SEME","ALL",1,6,6,NA
582,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",2,NA,15,1.5,"M","SW",NA,51,"EMLA","ALL",1,15,15,NA
583,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",2,NA,15,1.5,"M","SW",NA,51,"EMLA","ALL",1,25,25,NA
584,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",2,NA,15,1.5,"M","SW",NA,51,"HEDE","ALL",1,18,18,NA
585,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",2,NA,15,1.5,"M","SW",NA,51,"HEDE","ALL",1,30,30,NA
586,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",2,NA,15,1.5,"M","SW",NA,51,"RYOY","ALL",2,4,4,NA
587,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",3,NA,15,1.6,"M","SW",NA,51,"EMLA","ALL",1,20,20,NA
588,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",3,NA,15,1.6,"M","SW",NA,51,"EMLA","ALL",1,25,25,NA
589,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",3,NA,15,1.6,"M","SW",NA,51,"HEDE","ALL",1,12,12,NA
590,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",3,NA,15,1.6,"M","SW",NA,51,"SEMY","ALL",1,5,5,NA
591,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",3,NA,15,1.6,"M","SW",NA,51,"RYOY","ALL",25,3,3,NA
592,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",4,NA,15,1.6,"M","SW",NA,51,"SEME","ALL",1,28,28,NA
593,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",4,NA,15,1.6,"M","SW",NA,51,"SEME","ALL",6,6,6,NA
594,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",4,NA,15,1.6,"M","SW",NA,51,"HEDE","ALL",1,10,10,NA
595,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",4,NA,15,1.6,"M","SW",NA,51,"HEDE","ALL",1,25,25,NA
596,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",4,NA,15,1.6,"M","SW",NA,51,"SEMY","ALL",2,5,5,NA
597,2018,7,27,"Destruction Island","Greg Williams","Jameal Samhouri","S",5,"BOT",4,NA,15,1.6,"M","SW",NA,51,"RYOY","ALL",20,3,3,NA
598,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",1,NA,15,1.1,"M","N",NA,50,"SEMY","ALL",6,5,5,NA
599,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",1,NA,15,1.1,"M","N",NA,50,"SEME","ALL",1,30,30,NA
600,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",1,NA,15,1.1,"M","N",NA,50,"EMLA","ALL",1,6,6,NA
601,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",1,NA,15,1.1,"M","N",NA,50,"EMLA","ALL",1,8,8,NA
602,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",1,NA,15,1.1,"M","N",NA,50,"HEDE","ALL",1,35,35,NA
603,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",2,NA,15,1,"M","N",NA,50,"EMLA","ALL",1,5,5,NA
604,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",2,NA,15,1,"M","N",NA,50,"RYOY","ALL",1,3,3,NA
605,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",2,NA,15,1,"M","N",NA,50,"OPEL","ALL",1,40,40,NA
606,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",3,NA,15,1.1,"M","N",NA,50,"SEME","ALL",1,35,35,NA
607,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",3,NA,15,1.1,"M","N",NA,50,"SEME","ALL",1,40,40,NA
608,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",3,NA,15,1.1,"M","N",NA,50,"EMLA","ALL",1,25,25,NA
609,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",4,NA,15,1,"M","N",NA,50,"EMLA","ALL",1,7,7,NA
610,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","N",5,"BOT",4,NA,15,1,"M","N",NA,50,"EMLA","ALL",2,25,25,NA
611,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",1,NA,30,1.6,"M","NE",NA,NA,"SEME","ALL",1,25,25,NA
612,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",1,NA,30,1.6,"M","NE",NA,NA,"SEPI","ALL",1,5,5,NA
613,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",1,NA,30,1.6,"M","NE",NA,NA,"HEDE","ALL",1,10,10,NA
614,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",2,NA,25,1.7,"M","NE",NA,NA,"SEME","ALL",1,10,10,NA
615,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",2,NA,25,1.7,"M","NE",NA,NA,"SEME","ALL",1,27,27,NA
616,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",2,NA,25,1.7,"M","NE",NA,NA,"HEDE","ALL",1,25,25,NA
617,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",2,NA,25,1.7,"M","NE",NA,NA,"OPEL","ALL",1,60,60,NA
618,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",3,NA,30,1.8,"M","NE",NA,NA,"HEDE","ALL",1,45,45,NA
619,2018,7,27,"Destruction Island","Greg Williams","Genoa Sullaway","N",10,"BOT",3,NA,30,1.8,"M","NE",NA,NA,"RYOY","ALL",2,3,3,NA
620,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",1,NA,30,1.6,"L",NA,NA,NA,"SEME","ALL",1,35,35,NA
621,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",1,NA,30,1.6,"L",NA,NA,NA,"SEME","ALL",2,30,30,NA
622,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",1,NA,30,1.6,"L",NA,NA,NA,"SCMA","ALL",1,30,30,NA
623,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",1,NA,30,1.6,"L",NA,NA,NA,"SCMA","ALL",1,35,35,NA
624,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",2,NA,30,1.6,"L",NA,NA,NA,"SEME","ALL",1,45,45,NA
625,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",3,NA,30,1.5,"L",NA,NA,NA,"SEME","ALL",7,35,35,NA
626,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",3,NA,30,1.5,"L",NA,NA,NA,"SENE","ALL",1,35,35,NA
627,2018,7,27,"Destruction Island","Gary Longo","Steve Lonhart","S",10,"BOT",4,NA,30,1.3,"L",NA,NA,NA,"SEME","ALL",1,20,20,NA
628,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",1,NA,15,4,"L","120.0",NA,52,"EMLA","ALL",1,25,25,NA
629,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",1,NA,15,4,"L","120.0",NA,52,"HEDE","ALL",2,35,35,NA
630,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",1,NA,15,4,"L","120.0",NA,52,"SEPI","ALL",4,5,5,NA
631,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",2,NA,15,4,"L","120.0",NA,50,"HEDE","ALL",1,15,15,NA
632,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",3,NA,15,4,"L","120.0",NA,50,"EMLA","ALL",1,20,20,NA
633,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",3,NA,15,4,"L","120.0",NA,50,"SEPI","ALL",6,5,5,NA
634,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",3,NA,15,4,"L","120.0",NA,50,"ARHA","ALL",1,5,5,NA
635,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",5,"BOT",3,NA,15,4,"L","120.0",NA,50,"SYGI","ALL",1,5,5,NA
636,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",1,NA,15,7,NA,"120.0",NA,51,"HEDE","ALL",2,30,30,NA
637,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",1,NA,15,7,NA,"120.0",NA,51,"SEPI","ALL",1,5,5,NA
638,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",2,NA,18,7,NA,"120.0",NA,51,"HEDE","ALL",1,30,30,NA
639,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",2,NA,18,7,NA,"120.0",NA,51,"ARHA","ALL",2,5,5,NA
640,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",3,NA,18,7,NA,"120.0",NA,48,"SEME","ALL",1,30,30,NA
641,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",3,NA,18,7,NA,"120.0",NA,48,"SEPI","ALL",1,5,5,NA
642,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",3,NA,18,7,NA,"120.0",NA,48,"ARHA","ALL",3,5,5,NA
643,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",3,NA,18,7,NA,"120.0",NA,48,"RHNI","ALL",1,12,12,NA
644,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",4,NA,15,6,NA,"120.0",NA,48,"SEME","ALL",1,30,30,NA
645,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",4,NA,15,6,NA,"120.0",NA,48,"EMLA","ALL",2,30,30,NA
646,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",4,NA,15,6,NA,"120.0",NA,48,"HEDE","ALL",1,30,30,NA
647,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",4,NA,15,6,NA,"120.0",NA,48,"SEPI","ALL",2,5,5,NA
648,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","N",5,"BOT",4,NA,15,6,NA,"120.0",NA,48,"JOZO","ALL",1,10,10,NA
649,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",1,NA,27,4,NA,"160.0",NA,50,"HEDE","ALL",1,30,30,NA
650,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",1,NA,27,4,NA,"160.0",NA,50,"CHNU","ALL",2,5,5,NA
651,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",1,NA,27,4,NA,"160.0",NA,50,"JOZO","ALL",1,7,7,NA
652,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",1,NA,27,4,NA,"160.0",NA,50,"RHNI","ALL",2,10,10,NA
653,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",1,NA,27,4,NA,"160.0",NA,50,"SYGI","ALL",1,7,7,NA
654,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",2,NA,27,4,NA,"160.0",NA,50,"SEME","ALL",20,30,30,NA
655,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",2,NA,27,4,NA,"160.0",NA,50,"SECA","ALL",1,30,30,NA
656,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",2,NA,27,4,NA,"160.0",NA,50,"EMLA","ALL",2,28,28,NA
657,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",2,NA,27,4,NA,"160.0",NA,50,"HEDE","ALL",2,30,30,NA
658,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",2,NA,27,4,NA,"160.0",NA,50,"ARHA","ALL",1,5,5,NA
659,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",2,NA,27,4,NA,"160.0",NA,50,"RHNI","ALL",1,10,10,NA
660,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",3,NA,27,4,NA,"300.0",NA,48,"SEME","ALL",14,30,30,NA
661,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",3,NA,27,4,NA,"300.0",NA,48,"SECA","ALL",1,30,30,NA
662,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",3,NA,27,4,NA,"300.0",NA,48,"EMLA","ALL",1,25,25,NA
663,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",3,NA,27,4,NA,"300.0",NA,48,"RHNI","ALL",6,10,10,NA
664,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",4,NA,27,4,NA,"290.0",NA,48,"SEME","ALL",6,30,30,NA
665,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",4,NA,27,4,NA,"290.0",NA,48,"ARHA","ALL",7,5,5,NA
666,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",4,NA,27,4,NA,"290.0",NA,48,"SYGI","ALL",3,5,5,NA
667,2018,7,24,"Neah Bay","Joe Mangiafico","Nick Tolimieri","S",10,"BOT",4,NA,27,4,NA,"290.0",NA,48,"JOZO","ALL",1,7,7,NA
668,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",1,NA,35,5,"L","150.0",NA,50,"HEDE","ALL",1,9,9,NA
669,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",1,NA,35,5,"L","150.0",NA,50,"HEDE","ALL",1,14,14,NA
670,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",1,NA,35,5,"L","150.0",NA,50,"OPEL","ALL",1,42,42,NA
671,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",2,NA,32,5,"L","150.0",NA,50,"HEDE","ALL",2,8,8,NA
672,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",2,NA,32,5,"L","150.0",NA,50,"HEDE","ALL",3,9,9,NA
673,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",2,NA,32,5,"L","150.0",NA,50,"HEDE","ALL",1,37,37,NA
674,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",3,NA,32,7,"L","150.0",NA,50,"HEDE","ALL",1,14,14,NA
675,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",4,NA,32,7,"L","150.0",NA,50,"HEDE","ALL",2,6,6,NA
676,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",4,NA,32,7,"L","150.0",NA,50,"HEDE","ALL",1,9,9,NA
677,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",4,NA,32,7,"L","150.0",NA,50,"HEDE","ALL",1,16,16,NA
678,2018,7,24,"Neah Bay","Steve Lonhart","Kinsey Frick","N",10,"BOT",4,NA,32,7,"L","150.0",NA,50,"HEDE","ALL",1,21,21,NA
